id,channel,date_of_birth,country
3414,email,2016-10-08,France
3415,email,1993-08-31,Canada
3416,direct,2005-05-01,Canada
3417,email,2010-06-14,Australia
3418,email,1985-06-09,Canada
3419,organic,1961-03-22,UK
3420,organic,1967-02-13,USA
3421,organic,2012-06-11,UK
3422,organic,1968-10-09,Germany
3423,email,1963-01-09,Australia
3424,paid_search,1989-02-04,Australia
3425,direct,1967-02-16,USA
3426,social_media,1991-07-30,UK
3427,referral,1987-11-07,USA
3428,organic,1964-11-25,UK
3429,email,2013-01-12,Germany
3430,referral,1992-04-19,USA
3431,referral,2002-07-03,UK
3432,paid_search,1976-06-14,France
3433,referral,1954-07-27,Canada
3434,organic,1959-03-19,Australia
3435,email,1988-09-26,Germany
3436,referral,2016-02-16,France
3437,direct,2015-08-03,France
3438,social_media,1953-04-27,Germany
3439,referral,1993-08-11,France
3440,direct,2015-01-04,France
3441,email,1993-10-09,UK
3442,email,1955-06-13,France
3443,organic,1987-11-11,France
3444,social_media,1999-08-21,USA
3445,social_media,2008-02-29,Germany
3446,referral,1960-06-28,Germany
3447,direct,2007-12-22,Canada
3448,referral,2012-07-30,Germany
3449,organic,1964-06-22,Canada
3450,email,1967-03-31,Germany
3451,social_media,1989-04-22,UK
3452,direct,1969-09-17,France
3453,email,1980-06-05,France
3454,email,2008-12-09,Germany
3455,paid_search,1976-04-27,Australia
3456,email,1985-01-08,Germany
3457,email,2008-07-16,Australia
3458,social_media,1992-05-17,UK
3459,direct,1968-08-03,Canada
3460,email,2017-03-21,USA
3461,email,1993-04-28,UK
3462,paid_search,1967-11-24,UK
3463,direct,1994-02-26,USA
3464,referral,1994-04-18,Canada
3465,paid_search,1968-10-15,France
3466,organic,1951-08-18,Canada
3467,social_media,1982-01-12,Australia
3468,paid_search,1965-09-04,France
3469,organic,1955-09-18,Canada
3470,referral,1960-03-23,France
3471,paid_search,1960-10-29,France
3472,paid_search,1993-08-20,Canada
3473,social_media,1981-11-14,USA
3474,direct,1973-12-31,UK
3475,email,1996-03-28,France
3476,email,1959-05-06,Australia
3477,organic,1989-04-12,Germany
3478,organic,1959-07-02,France
3479,direct,1959-02-21,France
3480,organic,1995-07-07,USA
3481,paid_search,2006-07-07,USA
3482,paid_search,1982-06-12,UK
3483,email,1976-03-17,Australia
3484,referral,2018-05-12,France
3485,referral,2015-09-21,USA
3486,paid_search,2008-01-20,Canada
3487,social_media,1962-05-12,USA
3488,paid_search,1989-05-24,Germany
3489,organic,1972-01-04,Germany
3490,social_media,1975-09-23,France
3491,paid_search,1957-08-24,Canada
3492,social_media,2014-03-01,Germany
3493,social_media,2006-06-21,Australia
3494,paid_search,1963-08-08,France
3495,referral,1970-06-22,UK
3496,referral,1987-02-02,Germany
3497,referral,1996-04-22,Australia
3498,social_media,1952-09-02,Germany
3499,paid_search,1950-11-22,Australia
3500,direct,1956-03-30,USA
3501,social_media,1978-03-30,Germany
3502,paid_search,1988-12-10,USA
3503,referral,2018-02-10,USA
3504,email,2007-07-20,UK
3505,direct,1955-03-10,Australia
3506,email,2009-03-30,France
3507,social_media,1987-08-14,Germany
3508,email,2012-11-14,France
3509,social_media,2014-09-25,Australia
3510,social_media,1980-11-16,USA
3511,social_media,1997-05-08,France
3512,paid_search,2012-10-29,Germany
3513,referral,2007-10-07,UK
3514,direct,2006-01-06,France
3515,email,1989-09-01,Australia
3516,social_media,2008-03-15,Germany
3517,paid_search,1977-01-19,USA
3518,organic,1998-03-20,Canada
3519,referral,2015-01-20,Australia
3520,email,1961-04-21,France
3521,direct,1975-06-22,UK
3522,organic,1995-11-27,France
3523,social_media,1996-10-09,Canada
3524,email,1964-05-10,USA
3525,organic,1998-06-10,France
3526,social_media,1971-08-27,Canada
3527,email,1987-12-05,France
3528,organic,2015-09-02,USA
3529,social_media,1973-04-21,Australia
3530,direct,1981-10-20,USA
3531,organic,2017-11-15,Australia
3532,organic,1990-04-05,Canada
3533,direct,2016-02-09,USA
3534,referral,1980-05-30,UK
3535,email,2002-03-06,France
3536,email,2006-04-26,Australia
3537,direct,2003-06-06,UK
3538,social_media,1976-11-04,Canada
3539,email,2014-02-18,France
3540,email,1962-07-23,Australia
3541,referral,1996-08-15,Australia
3542,paid_search,1959-06-11,Canada
3543,direct,2002-04-01,UK
3544,social_media,1990-10-04,USA
3545,paid_search,2013-11-05,Germany
3546,referral,1957-05-09,USA
3547,organic,1988-02-13,UK
3548,referral,1969-04-09,Germany
3549,organic,1983-02-18,Australia
3550,direct,1986-02-18,France
3551,direct,1996-07-22,Germany
3552,social_media,2002-06-03,Germany
3553,email,1987-12-27,Germany
3554,email,1993-12-02,Australia
3555,referral,1964-08-11,UK
3556,direct,1961-05-28,Germany
3557,email,1991-01-24,UK
3558,email,1996-01-16,France
3559,organic,2012-04-21,UK
3560,referral,1992-06-19,USA
3561,email,1964-01-27,France
3562,social_media,1960-08-27,France
3563,referral,1959-11-25,USA
3564,social_media,2001-04-18,Canada
3565,organic,1996-11-25,UK
3566,organic,1983-04-30,Canada
3567,social_media,1977-03-17,Canada
3568,referral,1952-07-05,UK
3569,paid_search,2002-11-24,Germany
3570,organic,1977-05-18,Canada
3571,paid_search,1966-06-05,Australia
3572,referral,1950-03-10,USA
3573,direct,1981-04-12,USA
3574,organic,1987-06-19,Germany
3575,direct,1977-10-14,France
3576,referral,1980-04-22,Germany
3577,referral,2014-08-07,France
3578,paid_search,2018-05-11,UK
3579,direct,2007-02-06,Germany
3580,referral,2009-11-10,Germany
3581,paid_search,2015-04-20,Canada
3582,organic,2006-01-19,Australia
3583,direct,1986-10-01,Germany
3584,paid_search,1985-06-22,Canada
3585,direct,1954-02-10,Australia
3586,referral,2016-01-09,Canada
3587,email,1957-12-10,UK
3588,email,1952-03-23,France
3589,email,2013-06-19,Canada
3590,direct,2007-11-18,USA
3591,email,2000-03-07,USA
3592,paid_search,2005-07-04,France
3593,direct,2017-12-20,USA
3594,direct,1996-10-22,UK
3595,referral,1995-02-04,USA
3596,organic,2009-01-20,France
3597,paid_search,1951-09-14,Canada
3598,paid_search,1972-01-03,Australia
3599,direct,1989-11-08,USA
3600,direct,2004-06-11,Canada
3601,referral,2002-10-31,USA
3602,referral,1952-02-02,Canada
3603,referral,1966-03-12,Germany
3604,organic,1997-05-12,Canada
3605,referral,1973-01-27,USA
3606,organic,1958-11-29,France
3607,paid_search,1975-08-08,UK
3608,paid_search,1972-12-05,USA
3609,paid_search,1977-07-11,Germany
3610,email,1965-03-07,USA
3611,direct,1979-03-09,UK
3612,organic,2013-12-29,USA
3613,social_media,1984-12-25,USA
3614,social_media,1962-10-13,Germany
3615,social_media,1973-02-20,Germany
3616,organic,1954-08-27,UK
3617,paid_search,2017-06-23,France
3618,direct,1971-03-21,Germany
3619,direct,2017-07-02,France
3620,referral,1960-04-28,Canada
3621,organic,1978-07-24,Germany
3622,direct,1986-07-10,USA
3623,referral,1952-08-05,Germany
3624,email,1970-12-21,USA
3625,social_media,1999-09-16,France
3626,email,1959-02-09,UK
3627,direct,2008-06-15,UK
3628,social_media,2000-12-24,Germany
3629,referral,1957-07-12,Australia
3630,direct,1968-04-02,UK
3631,social_media,1998-06-27,UK
3632,paid_search,1998-03-23,Germany
3633,direct,1990-07-12,USA
3634,organic,1991-09-08,France
3635,social_media,2008-08-03,UK
3636,organic,1955-05-26,Germany
3637,social_media,2003-08-21,Canada
3638,email,1984-02-08,Canada
3639,email,1969-02-01,France
3640,direct,1975-03-29,USA
3641,paid_search,2016-04-25,France
3642,direct,1956-04-10,Canada
3643,organic,1985-06-19,Australia
3644,organic,1962-07-13,Australia
3645,direct,1975-01-27,Germany
3646,paid_search,2004-10-07,France
3647,social_media,2011-03-13,Canada
3648,email,1973-06-13,Australia
3649,referral,1974-06-30,UK
3650,email,1978-11-09,Canada
3651,paid_search,1991-04-02,France
3652,social_media,1951-06-05,Australia
3653,paid_search,2007-12-30,USA
3654,direct,1992-10-01,USA
3655,organic,2010-05-09,UK
3656,referral,1999-11-12,Australia
3657,email,1993-11-13,Germany
3658,direct,1957-04-13,Australia
3659,email,1956-12-15,France
3660,organic,2010-04-03,Germany
3661,email,1961-01-27,Canada
3662,referral,2003-12-12,Canada
3663,referral,1965-11-24,Australia
3664,organic,1961-03-12,Germany
3665,social_media,1967-04-25,Germany
3666,organic,1969-11-15,Australia
3667,organic,2018-01-15,Canada
3668,email,2013-08-16,Canada
3669,paid_search,1958-01-27,France
3670,email,1977-03-14,Australia
3671,paid_search,1971-01-07,Germany
3672,social_media,1953-04-20,Canada
3673,referral,2013-03-01,Australia
3674,direct,1968-10-04,USA
3675,paid_search,2007-04-12,Germany
3676,organic,1974-11-19,France
3677,direct,1994-04-27,UK
3678,direct,1967-05-21,Australia
3679,email,2000-10-02,Australia
3680,email,2004-02-05,France
3681,paid_search,1955-11-12,France
3682,paid_search,2016-12-04,USA
3683,paid_search,1973-04-17,France
3684,paid_search,1996-12-05,Australia
3685,social_media,1967-03-19,Australia
3686,organic,2012-03-03,Australia
3687,direct,2005-02-15,Canada
3688,email,2000-04-01,Germany
3689,organic,1988-04-26,Australia
3690,email,2008-04-26,USA
3691,social_media,1988-10-21,Germany
3692,social_media,1960-12-02,Australia
3693,direct,1991-11-11,Germany
3694,social_media,1996-05-28,USA
3695,email,1970-02-22,USA
3696,social_media,1987-09-08,France
3697,referral,1978-05-16,USA
3698,referral,1967-06-17,Canada
3699,organic,2001-04-20,USA
3700,email,1970-03-30,Australia
3701,referral,1956-09-05,UK
3702,paid_search,1964-10-03,Canada
3703,social_media,1955-08-22,Australia
3704,email,1958-09-05,USA
3705,referral,1988-10-02,USA
3706,direct,2006-03-10,Canada
3707,social_media,1972-03-04,USA
3708,referral,1971-05-21,Canada
3709,organic,1979-12-06,France
3710,paid_search,1956-07-17,France
3711,direct,1989-05-05,USA
3712,email,1990-01-20,France
3713,organic,1957-09-03,USA
3714,organic,1983-11-10,Canada
3715,email,1955-11-01,UK
3716,organic,1989-08-24,USA
3717,social_media,2004-10-16,Australia
3718,referral,1955-11-26,USA
3719,email,1955-01-03,France
3720,organic,1976-06-16,Germany
3721,referral,1958-08-07,France
3722,referral,1970-11-30,France
3723,email,2005-12-25,USA
3724,referral,1984-06-11,Germany
3725,referral,2005-08-23,France
3726,organic,1980-06-20,Australia
3727,email,1952-05-01,Germany
3728,direct,1979-06-12,France
3729,paid_search,1959-09-10,USA
3730,organic,2003-05-25,Australia
3731,organic,2003-03-11,UK
3732,direct,1961-04-21,Australia
3733,direct,1972-12-28,Canada
3734,referral,1993-03-10,Australia
3735,direct,1989-11-21,UK
3736,paid_search,1962-05-09,USA
3737,organic,1961-06-15,Canada
3738,direct,1989-02-06,France
3739,email,2017-09-05,Canada
3740,social_media,2002-05-13,France
3741,paid_search,1963-03-24,Germany
3742,social_media,2004-02-16,Canada
3743,social_media,1983-02-02,USA
3744,direct,2002-08-12,Australia
3745,email,1962-12-22,USA
3746,paid_search,1995-06-30,France
3747,organic,1987-11-13,Canada
3748,paid_search,1967-12-23,Australia
3749,paid_search,1956-02-20,Canada
3750,paid_search,2009-12-01,Germany
3751,email,2012-01-26,Germany
3752,direct,2012-02-14,Canada
3753,direct,2000-10-14,Canada
3754,direct,1976-11-18,Germany
3755,social_media,1964-07-23,USA
3756,referral,1953-10-14,Germany
3757,paid_search,1950-05-02,Australia
3758,paid_search,2012-03-11,UK
3759,referral,2005-12-22,UK
3760,paid_search,1993-02-17,Australia
3761,social_media,2016-05-24,Germany
3762,paid_search,1985-11-30,UK
3763,organic,1982-07-20,USA
3764,organic,1982-02-09,USA
3765,direct,1960-05-02,UK
3766,social_media,1989-07-06,UK
3767,email,2002-07-18,Canada
3768,organic,1952-08-30,UK
3769,paid_search,1975-06-28,UK
3770,paid_search,1973-07-04,Australia
3771,paid_search,1980-06-27,France
3772,paid_search,1966-01-07,UK
3773,organic,1965-10-18,Canada
3774,organic,1951-11-19,Australia
3775,paid_search,1983-12-30,Australia
3776,organic,1980-05-11,UK
3777,social_media,1990-12-05,UK
3778,social_media,1983-05-29,Australia
3779,paid_search,1997-04-10,France
3780,referral,2013-10-13,USA
3781,organic,1962-12-16,UK
3782,paid_search,1967-03-14,France
3783,referral,2012-04-17,Canada
3784,social_media,2003-10-16,Germany
3785,email,1971-12-10,USA
3786,direct,2002-09-10,UK
3787,direct,1976-05-23,UK
3788,social_media,1972-03-05,USA
3789,email,1975-02-16,UK
3790,direct,2002-05-27,Germany
3791,paid_search,2015-04-02,USA
3792,referral,2009-07-11,France
3793,organic,1965-01-08,France
3794,referral,2017-05-27,Australia
3795,direct,1983-07-30,Germany
3796,direct,1991-08-27,UK
3797,social_media,2013-12-02,Canada
3798,direct,2012-04-22,Germany
3799,email,1994-05-23,Germany
3800,social_media,2002-02-21,Germany
3801,email,2002-05-23,Australia
3802,organic,1968-08-03,UK
3803,paid_search,1990-07-23,UK
3804,referral,1969-08-11,Canada
3805,referral,1983-10-31,France
3806,paid_search,1983-07-25,Canada
3807,direct,1957-08-09,UK
3808,organic,1976-06-21,Germany
3809,direct,1981-07-17,UK
3810,direct,1953-09-10,Germany
3811,direct,2005-09-22,Canada
3812,referral,1990-06-23,Germany
3813,referral,1986-09-09,Canada
3814,referral,1978-06-11,Canada
3815,referral,1952-03-20,UK
3816,referral,1970-12-22,Canada
3817,email,1956-10-22,Canada
3818,organic,1976-06-03,France
3819,direct,1999-01-16,Australia
3820,organic,1974-10-19,UK
3821,organic,1960-08-21,USA
3822,social_media,1953-06-08,France
3823,paid_search,1979-12-11,UK
3824,email,1979-07-16,Canada
3825,social_media,2016-11-09,Australia
3826,social_media,1967-02-07,Australia
3827,direct,1962-05-15,Australia
3828,email,1998-09-23,Canada
3829,organic,1976-11-13,Canada
3830,social_media,1986-03-25,Germany
3831,direct,2017-12-26,Australia
3832,organic,1992-05-06,Australia
3833,direct,2018-04-15,UK
3834,referral,1970-06-02,UK
3835,email,2017-03-17,UK
3836,referral,1970-12-20,France
3837,direct,1999-07-31,Germany
3838,email,1991-05-25,Canada
3839,organic,1978-02-01,UK
3840,referral,2012-08-13,Germany
3841,paid_search,1989-05-10,Germany
3842,direct,1952-09-13,Canada
3843,paid_search,2001-10-23,UK
3844,social_media,2016-03-11,USA
3845,referral,2009-02-09,Canada
3846,social_media,1970-03-25,Germany
3847,referral,2011-07-11,Germany
3848,email,1998-03-26,Canada
3849,social_media,2002-08-29,USA
3850,direct,1952-11-21,UK
3851,paid_search,1979-08-18,France
3852,email,2004-02-06,France
3853,direct,1985-01-25,Germany
3854,paid_search,1985-01-17,USA
3855,direct,1984-09-01,UK
3856,referral,1959-09-30,Canada
3857,direct,1990-07-05,Australia
3858,social_media,1958-05-14,UK
3859,organic,2010-07-19,France
3860,paid_search,1952-11-16,Australia
3861,direct,1993-11-01,USA
3862,paid_search,1967-11-08,USA
3863,referral,1975-06-19,UK
3864,paid_search,1976-02-12,Australia
3865,direct,1956-04-12,Germany
3866,organic,1983-01-27,France
3867,organic,1965-06-01,Canada
3868,referral,1985-02-01,UK
3869,organic,1961-08-02,France
3870,referral,1992-11-27,Australia
3871,organic,1984-11-24,UK
3872,paid_search,1968-06-14,Canada
3873,referral,2013-09-01,Australia
3874,referral,1964-03-30,France
3875,direct,1977-11-03,France
3876,paid_search,1995-01-30,Australia
3877,email,1991-03-06,Canada
3878,paid_search,1950-09-01,UK
3879,referral,1955-09-28,Germany
3880,direct,1972-02-23,France
3881,social_media,2001-01-25,Germany
3882,referral,1991-07-06,France
3883,organic,2016-02-23,USA
3884,social_media,2007-12-25,Germany
3885,social_media,2012-10-29,Australia
3886,social_media,1985-02-01,France
3887,paid_search,1987-03-28,UK
3888,paid_search,2005-06-02,Australia
3889,referral,1991-01-28,Germany
3890,email,1966-06-17,Australia
3891,direct,1958-07-28,Germany
3892,email,1953-12-01,UK
3893,paid_search,1974-07-25,Australia
3894,direct,1976-03-09,Australia
3895,organic,2012-08-16,Australia
3896,email,1969-06-29,Germany
3897,referral,2018-05-08,France
3898,organic,1983-01-30,USA
3899,organic,1995-04-03,Canada
3900,referral,1990-06-16,UK
3901,social_media,1968-08-09,France
3902,organic,1991-06-19,USA
3903,organic,2007-04-26,Australia
3904,email,2017-04-06,Germany
3905,referral,1980-10-30,Australia
3906,referral,1967-06-11,Germany
3907,organic,1950-12-18,Canada
3908,organic,2013-08-13,UK
3909,social_media,2010-02-19,Australia
3910,referral,1993-06-28,Germany
3911,organic,1957-05-28,France
3912,email,1971-09-27,Australia
3913,referral,1962-08-01,Germany
3914,social_media,1964-06-23,UK
3915,organic,2004-06-15,USA
3916,paid_search,1976-05-22,USA
3917,direct,2016-07-08,Germany
3918,paid_search,1956-12-17,Australia
3919,organic,2010-10-09,Canada
3920,paid_search,1989-07-14,Canada
3921,paid_search,1969-06-09,Australia
3922,organic,2010-07-24,France
3923,paid_search,1989-08-29,Australia
3924,organic,2006-12-13,France
3925,email,2009-06-10,Australia
3926,email,1959-03-23,Germany
3927,email,1977-08-30,Germany
3928,organic,2003-09-01,USA
3929,organic,1983-11-10,UK
3930,paid_search,1983-08-12,UK
3931,paid_search,1958-03-14,USA
3932,referral,1952-07-04,USA
3933,social_media,1967-03-29,Australia
3934,email,1955-09-02,UK
3935,organic,2009-07-31,UK
3936,email,1964-12-26,USA
3937,referral,1995-12-24,USA
3938,social_media,1978-12-13,France
3939,email,1967-01-03,France
3940,paid_search,1998-08-07,Germany
3941,referral,1960-11-02,UK
3942,paid_search,1959-07-02,Canada
3943,social_media,1965-07-30,USA
3944,referral,2008-09-03,Canada
3945,organic,1984-11-30,UK
3946,referral,1969-09-30,USA
3947,email,1974-12-25,Australia
3948,direct,1983-02-07,USA
3949,organic,1969-08-10,Germany
3950,social_media,2003-09-23,Germany
3951,organic,2013-12-04,France
3952,direct,1965-05-20,Canada
3953,organic,2003-10-26,Canada
3954,email,2012-06-20,Germany
3955,email,2012-03-27,UK
3956,social_media,1965-09-24,Australia
3957,email,1978-07-12,Australia
3958,referral,1956-01-22,Canada
3959,organic,2004-08-05,France
3960,referral,1984-04-21,France
3961,email,2016-07-20,UK
3962,direct,2002-09-15,Australia
3963,organic,1970-11-14,USA
3964,direct,2018-02-01,USA
3965,social_media,1971-03-18,Australia
3966,referral,2017-12-08,UK
3967,direct,1957-02-14,USA
3968,paid_search,1983-08-08,Germany
3969,social_media,1968-02-15,UK
3970,referral,1968-05-03,Australia
3971,organic,1971-05-11,Australia
3972,direct,1989-10-23,Australia
3973,social_media,1962-01-17,Canada
3974,social_media,2007-09-28,USA
3975,direct,1987-03-23,Australia
3976,social_media,2017-05-03,USA
3977,paid_search,2015-10-01,Canada
3978,social_media,1971-09-26,UK
3979,direct,1954-11-07,Australia
3980,paid_search,2011-09-01,Australia
3981,email,1969-12-16,France
3982,referral,1996-10-13,Canada
3983,paid_search,1989-09-08,Australia
3984,organic,1955-10-19,Germany
3985,organic,1967-04-08,USA
3986,email,1962-09-12,UK
3987,paid_search,1958-03-26,UK
3988,direct,1999-03-29,UK
3989,paid_search,1995-07-11,USA
3990,referral,2015-01-16,Germany
3991,social_media,1964-09-23,Australia
3992,paid_search,1971-12-22,Germany
3993,paid_search,2004-05-09,UK
3994,social_media,1975-08-08,France
3995,referral,2007-01-09,UK
3996,social_media,1993-03-03,USA
3997,social_media,1985-09-23,Germany
3998,paid_search,1992-03-25,Germany
3999,referral,1995-05-02,France
4000,email,1988-11-19,UK
4001,referral,1951-10-12,Germany
4002,referral,1957-06-20,Canada
4003,direct,1998-03-12,UK
4004,direct,2015-03-11,UK
4005,social_media,1984-02-18,Germany
4006,social_media,1990-09-11,Canada
4007,referral,2000-06-07,France
4008,referral,1956-06-15,Canada
4009,paid_search,2014-02-18,Germany
4010,paid_search,1963-11-19,UK
4011,organic,1951-02-25,France
4012,email,2015-01-28,Canada
4013,referral,1986-04-18,Germany
4014,referral,2016-08-02,Canada
4015,referral,1993-12-02,Canada
4016,email,2002-10-12,USA
4017,referral,1953-06-26,USA
4018,referral,2000-09-28,UK
4019,paid_search,2018-06-13,Germany
4020,social_media,2017-06-05,Australia
4021,social_media,1995-09-20,Australia
4022,referral,2006-12-20,Australia
4023,social_media,2012-06-25,USA
4024,email,1984-07-27,Germany
4025,email,1972-02-21,UK
4026,referral,1953-02-04,Canada
4027,email,2013-05-22,Australia
4028,organic,2012-07-28,Australia
4029,email,1963-04-08,Canada
4030,direct,1990-11-11,Australia
4031,paid_search,1972-10-24,UK
4032,direct,2001-11-20,Australia
4033,paid_search,1951-02-09,USA
4034,organic,2007-10-24,Australia
4035,referral,1985-09-04,Australia
4036,direct,1957-03-17,France
4037,paid_search,1987-12-12,UK
4038,referral,1972-09-08,Australia
4039,social_media,1994-12-01,France
4040,email,1984-05-05,France
4041,social_media,2015-11-05,Germany
4042,email,1957-12-22,USA
4043,email,2001-05-16,Canada
4044,paid_search,1974-02-19,Australia
4045,paid_search,2017-02-17,Germany
4046,email,1977-08-22,USA
4047,paid_search,1994-02-11,USA
4048,organic,1956-04-07,Australia
4049,referral,1997-02-04,Germany
4050,email,1975-11-14,Australia
4051,referral,1965-04-23,UK
4052,social_media,1966-09-21,Australia
4053,paid_search,1967-10-07,Germany
4054,paid_search,1995-02-03,USA
4055,referral,2000-11-16,UK
4056,paid_search,1968-01-11,USA
4057,email,1966-05-24,UK
4058,social_media,1986-09-04,Germany
4059,email,2006-01-08,USA
4060,email,1964-11-26,USA
4061,social_media,1957-09-09,Germany
4062,organic,1974-10-30,USA
4063,social_media,1952-08-30,France
4064,paid_search,1992-11-15,Germany
4065,email,2018-03-26,USA
4066,organic,1955-06-24,Canada
4067,organic,2009-09-09,France
4068,organic,1958-09-09,UK
4069,direct,1950-08-26,Germany
4070,direct,1996-08-28,Canada
4071,referral,1992-06-15,Canada
4072,direct,1988-07-12,Canada
4073,social_media,2011-03-05,Canada
4074,social_media,1971-07-01,Canada
4075,email,1985-10-01,Germany
4076,direct,1955-02-19,Canada
4077,social_media,1958-12-27,USA
4078,referral,2012-08-25,Germany
4079,email,1962-06-17,USA
4080,direct,1961-01-10,France
4081,social_media,2012-09-25,UK
4082,social_media,1990-07-18,France
4083,email,2009-02-10,Germany
4084,direct,1987-01-24,Australia
4085,paid_search,1950-04-13,Australia
4086,social_media,1951-06-29,Australia
4087,social_media,1954-02-08,Australia
4088,social_media,2010-10-27,Germany
4089,paid_search,2004-06-08,Germany
4090,referral,2016-04-26,France
4091,organic,1981-04-02,Germany
4092,referral,2009-01-23,Australia
4093,organic,2015-11-16,Germany
4094,social_media,2004-06-21,UK
4095,email,1962-11-05,France
4096,direct,2014-04-18,France
4097,organic,1961-06-21,Germany
4098,organic,1977-01-13,Australia
4099,direct,1991-11-18,UK
4100,referral,1960-05-18,Germany
4101,email,1998-07-04,UK
4102,paid_search,1968-12-27,UK
4103,email,2012-10-16,USA
4104,organic,1989-01-06,Australia
4105,organic,1964-05-17,Canada
4106,referral,1975-02-25,UK
4107,email,1973-02-10,Australia
4108,referral,2010-03-01,USA
4109,email,1962-03-07,France
4110,email,2015-01-30,Germany
4111,organic,2012-01-24,Canada
4112,paid_search,2001-09-03,France
4113,organic,2007-10-11,Canada
4114,referral,2014-05-14,Australia
4115,email,2015-01-17,Germany
4116,email,2007-08-10,France
4117,referral,1970-12-08,UK
4118,social_media,1960-05-18,Canada
4119,organic,1959-12-29,USA
4120,social_media,2016-06-10,France
4121,paid_search,2016-10-20,USA
4122,direct,1982-12-29,UK
4123,social_media,1984-02-10,France
4124,email,1950-02-25,Canada
4125,organic,2002-12-09,France
4126,paid_search,1984-10-27,Germany
4127,social_media,1982-10-01,Australia
4128,paid_search,1996-08-18,Australia
4129,direct,2003-01-01,UK
4130,organic,1985-06-19,USA
4131,direct,1991-04-29,Canada
4132,paid_search,1976-08-18,UK
4133,referral,2011-01-02,Germany
4134,paid_search,2003-12-17,Canada
4135,paid_search,2017-01-08,Australia
4136,email,1953-01-30,France
4137,social_media,1977-09-17,France
4138,email,1961-01-28,Canada
4139,email,2001-06-29,Germany
4140,email,1969-05-09,Germany
4141,social_media,2013-03-04,Germany
4142,organic,1979-11-21,UK
4143,email,1968-11-23,Australia
4144,paid_search,2012-11-01,Australia
4145,organic,1966-01-23,Germany
4146,email,1985-02-24,Canada
4147,email,1964-04-13,USA
4148,direct,1985-03-12,Canada
4149,referral,2010-10-26,Germany
4150,social_media,2017-12-23,Germany
4151,referral,1956-06-11,France
4152,email,1975-05-24,Canada
4153,email,1967-07-03,Australia
4154,direct,1985-04-30,USA
4155,paid_search,1979-01-06,France
4156,organic,2013-08-29,Canada
4157,referral,2008-09-24,UK
4158,direct,1962-05-05,Germany
4159,email,1993-04-13,Canada
4160,paid_search,1968-10-26,UK
4161,email,1967-07-22,Australia
4162,email,1950-10-27,Canada
4163,email,2001-08-24,USA
4164,email,1963-03-30,Germany
4165,referral,2010-12-16,UK
4166,organic,1958-08-14,Canada
4167,referral,1966-02-12,USA
4168,organic,1996-03-29,Australia
4169,social_media,2003-03-28,Germany
4170,paid_search,2006-04-01,Australia
4171,referral,1971-12-25,USA
4172,organic,1971-08-11,Germany
4173,referral,1977-02-26,Australia
4174,direct,1965-06-23,Australia
4175,email,1983-09-05,Australia
4176,email,2009-01-29,USA
4177,referral,2008-05-05,Germany
4178,social_media,2006-09-24,Australia
4179,referral,1982-12-15,USA
4180,organic,1960-06-18,USA
4181,organic,1993-11-21,Australia
4182,email,1995-09-25,UK
4183,organic,2002-08-25,France
4184,direct,1993-01-07,Canada
4185,email,2016-11-13,USA
4186,direct,1966-04-01,Germany
4187,referral,2007-10-31,Australia
4188,referral,1976-10-07,France
4189,paid_search,1958-12-03,Canada
4190,organic,2014-01-13,France
4191,paid_search,1986-05-13,Australia
4192,organic,1985-04-30,France
4193,direct,1997-07-22,Germany
4194,organic,1996-07-21,France
4195,direct,2014-01-13,Australia
4196,organic,2017-08-07,UK
4197,email,1960-07-11,UK
4198,direct,2012-05-15,UK
4199,organic,1999-10-08,Germany
4200,social_media,1961-01-14,USA
4201,paid_search,2001-08-05,UK
4202,email,1964-06-18,USA
4203,direct,1973-01-13,USA
4204,organic,1961-03-10,France
4205,social_media,1982-08-14,France
4206,paid_search,1987-12-15,Australia
4207,organic,1972-04-12,Canada
4208,organic,1996-08-08,Canada
4209,email,1997-12-01,Germany
4210,paid_search,2001-10-09,Germany
4211,email,1978-01-28,France
4212,social_media,2004-05-20,France
4213,direct,1968-10-29,Australia
4214,organic,2009-06-12,USA
4215,paid_search,1953-04-18,UK
4216,paid_search,1976-11-20,UK
4217,paid_search,2004-01-09,France
4218,paid_search,2003-02-03,Canada
4219,social_media,1961-07-12,Australia
4220,direct,1987-11-11,USA
4221,direct,1972-11-15,Canada
4222,referral,2008-04-17,UK
4223,referral,1990-12-01,USA
4224,social_media,2010-09-11,Germany
4225,email,1962-11-07,France
4226,paid_search,1956-05-01,Australia
4227,email,1974-03-03,Australia
4228,email,2007-12-02,UK
4229,email,1983-05-22,France
4230,email,2008-02-12,France
4231,direct,1964-09-19,Germany
4232,paid_search,1978-05-20,Germany
4233,referral,1952-04-29,France
4234,paid_search,1956-12-15,Canada
4235,organic,1997-09-06,USA
4236,email,1999-03-13,Germany
4237,organic,1979-07-20,Australia
4238,organic,1982-07-20,Canada
4239,social_media,1963-02-16,UK
4240,social_media,1950-11-20,USA
4241,referral,1969-12-08,Germany
4242,organic,1961-01-29,UK
4243,direct,2015-05-05,Canada
4244,direct,1993-12-04,USA
4245,direct,1981-04-20,Australia
4246,direct,1975-04-20,France
4247,social_media,2004-07-01,USA
4248,organic,1965-04-27,Canada
4249,referral,1966-03-18,Canada
4250,email,2010-10-23,France
4251,direct,2003-05-07,Germany
4252,referral,2003-02-20,UK
4253,social_media,1950-11-08,Australia
