account_id,event_time,event_type_id,user_id,event_value
1071,2025-09-06,10,2.0,98.29
3867,2025-04-08,2,,
864,2024-09-04,6,,
624,2025-11-30,9,7.0,4.33
514,2025-08-02,3,6.0,
277,2025-09-06,2,,42.51
1151,2025-08-25,5,8.0,
3818,2025-11-09,3,,
802,2025-08-19,12,,
2159,2025-09-11,12,1.0,19.43
2919,2025-11-17,2,,
4617,2025-03-27,3,10.0,42.47
1183,2025-09-30,9,4.0,
3647,2025-09-13,3,,61.89
3095,2025-09-01,8,,42.17
345,2025-11-28,9,,12.12
3088,2024-09-04,12,,56.77
18,2024-08-24,9,6.0,16.18
631,2025-08-10,12,,
1079,2025-10-19,7,,
1248,2025-05-14,2,,37.95
1138,2025-01-24,9,6.0,
1725,2025-08-17,4,,88.03
4262,2025-03-14,8,,45.83
3118,2025-11-28,10,,86.51
4734,2025-10-08,8,,
1623,2025-10-14,1,3.0,25.6
47,2024-09-10,11,3.0,
2469,2024-10-11,6,5.0,
3614,2025-08-05,6,,
1487,2024-12-15,11,10.0,14.12
2385,2025-04-12,7,,24.53
3541,2025-04-22,8,,
1548,2025-07-27,8,,20.95
4472,2025-02-25,7,,48.8
3997,2025-10-15,1,,
1214,2025-01-09,8,3.0,96.32
4249,2025-02-20,8,,
663,2025-01-20,7,6.0,3.51
2145,2025-08-11,10,10.0,33.95
4864,2025-09-11,12,,
2758,2024-12-08,11,3.0,
1234,2025-11-16,4,,
808,2024-12-18,12,10.0,36.29
4950,2025-02-04,2,,
939,2025-10-22,11,,25.02
1418,2025-09-05,12,9.0,96.4
2499,2025-08-01,1,,
2054,2025-09-17,4,,
1776,2025-10-09,6,,16.89
3006,2025-11-17,2,,67.66
2837,2024-12-21,6,,
4864,2025-01-05,5,,
3012,2025-07-27,2,,5.96
4943,2025-05-01,12,,99.7
4668,2025-11-25,4,,
3279,2025-08-06,8,,
3325,2025-10-19,2,,63.86
227,2025-09-16,7,,55.37
3467,2025-12-02,9,,
3458,2025-08-08,8,3.0,64.4
4209,2025-12-04,6,8.0,48.22
683,2025-05-11,1,,
4987,2025-08-12,6,,
2614,2025-12-03,11,9.0,
2721,2025-07-03,5,,
4598,2025-04-22,8,,97.44
586,2025-11-06,12,,15.88
2768,2025-11-16,1,,
1249,2025-10-23,7,7.0,
1412,2025-08-17,10,,
3936,2025-09-14,3,,
3195,2025-10-02,1,6.0,24.58
4798,2024-09-05,7,,
3216,2025-09-10,7,7.0,
3313,2025-11-06,4,,34.14
245,2025-12-06,9,9.0,80.4
3931,2025-11-01,11,10.0,16.31
2775,2025-11-25,9,,
4561,2024-10-23,9,,
567,2024-10-18,12,7.0,32.87
2799,2025-08-01,8,,
4941,2025-09-02,2,1.0,84.58
1545,2025-05-04,1,4.0,
2480,2025-12-04,7,,
4,2025-11-15,9,9.0,
1241,2025-11-28,5,,
2270,2025-11-29,2,,
1030,2025-09-11,12,,1.35
1944,2025-10-12,10,,
2879,2025-10-17,6,2.0,81.49
371,2025-06-23,2,,21.07
1826,2025-06-20,10,,48.63
1796,2025-10-04,7,,
4019,2025-03-14,3,10.0,
4337,2025-10-12,4,,67.23
1796,2025-10-09,11,8.0,91.87
2834,2025-12-04,5,,
2785,2025-06-25,9,,12.59
3268,2025-08-17,6,9.0,
4566,2025-11-12,4,3.0,
4208,2025-02-26,2,,
3954,2025-05-08,5,,11.2
328,2025-10-15,5,1.0,
1479,2025-08-22,4,,11.54
18,2025-02-24,9,,39.07
2326,2025-11-02,10,,
500,2024-12-04,10,,
735,2025-11-05,4,,53.39
2830,2024-12-17,3,,62.81
51,2025-11-06,4,,36.22
3225,2024-04-17,2,10.0,
1272,2025-08-16,2,10.0,
398,2025-09-04,3,,
2734,2025-04-05,10,,
351,2024-06-19,10,,73.31
168,2024-12-28,6,,
4883,2025-09-30,5,,
4796,2025-05-07,5,,
522,2025-11-23,1,4.0,
3883,2025-09-13,8,8.0,83.9
2791,2025-06-27,1,,
1685,2025-07-19,3,,87.94
2534,2025-07-14,5,,47.68
297,2025-01-13,2,1.0,
336,2025-11-22,7,,68.09
2369,2025-09-26,12,,
976,2025-10-10,3,10.0,74.89
4638,2025-08-28,5,2.0,2.75
205,2025-09-12,8,3.0,
2043,2025-08-30,11,,
3191,2024-03-15,8,,
2364,2025-06-16,11,,71.78
3270,2025-10-03,9,,
3410,2025-07-25,9,,
1441,2025-04-25,2,,14.74
2850,2025-03-12,8,,52.58
623,2025-09-12,11,,46.75
1548,2025-09-26,3,,16.6
2124,2025-11-25,12,,
1141,2025-08-16,12,,
4925,2024-11-25,3,,78.65
2248,2025-07-01,9,4.0,
3580,2025-10-22,12,4.0,
4735,2024-05-09,5,,42.98
3425,2025-03-21,1,1.0,
102,2025-09-07,12,2.0,
3966,2025-04-20,1,8.0,5.32
3023,2025-08-30,12,,27.77
2725,2025-06-19,1,,54.4
3308,2025-01-07,5,10.0,
3664,2024-03-12,1,,
2289,2025-08-24,9,9.0,33.41
1367,2025-11-19,5,6.0,46.97
4377,2025-07-26,9,,69.62
1343,2025-07-14,5,,
3373,2025-12-03,8,,21.81
1537,2025-11-27,6,7.0,
2786,2025-11-20,10,3.0,
206,2024-06-05,2,,96.13
170,2024-12-16,3,2.0,
2617,2025-12-06,2,,3.15
4166,2025-10-30,4,,50.38
1237,2025-10-18,2,1.0,25.29
4572,2025-04-10,12,,75.69
3332,2025-12-06,2,,35.77
1100,2024-12-17,12,,
1831,2025-07-23,8,,87.45
2243,2025-08-01,6,,15.14
2666,2025-10-14,7,,81.25
886,2025-12-04,7,,
2493,2025-12-01,2,,
3516,2025-11-22,10,,
4297,2025-08-19,4,,
4935,2025-08-10,9,,
3080,2025-08-09,11,,
4065,2025-10-06,10,,
4784,2025-08-05,9,,3.09
248,2025-02-24,1,,93.04
3320,2025-07-06,6,,49.88
3120,2025-07-08,10,,52.6
4662,2025-11-20,7,,55.93
1785,2025-08-23,1,2.0,
1268,2025-09-22,3,,
3963,2025-04-30,12,7.0,
4502,2025-10-07,2,,65.17
2618,2025-07-06,3,1.0,87.76
4613,2025-07-10,2,,
4082,2025-10-27,7,,25.43
3066,2025-10-13,7,,
1987,2025-03-25,10,,45.3
3363,2025-09-05,12,3.0,
2673,2024-08-21,8,,81.76
1948,2025-10-02,4,8.0,83.35
2482,2025-05-16,3,1.0,
3991,2025-04-04,5,,
2193,2024-05-04,6,,80.17
2306,2025-09-09,8,2.0,
1854,2025-10-25,11,7.0,81.49
818,2025-11-11,2,,88.94
4107,2025-07-15,1,,
4655,2025-07-02,9,,2.98
3493,2024-12-04,5,,19.77
3919,2025-10-19,2,2.0,29.94
19,2025-07-25,1,,
4707,2025-11-25,4,2.0,65.48
4212,2025-03-18,6,1.0,85.57
4675,2025-01-19,8,9.0,
4258,2025-10-06,12,10.0,41.49
1386,2025-11-05,2,5.0,
3118,2025-12-06,4,,65.36
2776,2025-10-22,8,,
2974,2025-08-23,9,,
3768,2025-03-28,11,,54.03
4880,2025-01-07,3,8.0,
3476,2025-12-06,7,,55.85
4349,2024-07-10,7,,
4583,2024-10-05,6,10.0,72.94
4179,2025-07-22,5,,93.95
838,2024-06-28,7,,15.23
2769,2025-02-27,9,7.0,28.39
3363,2024-08-10,12,,67.35
2132,2025-01-18,3,,
442,2025-08-18,5,4.0,24.59
4179,2025-06-14,12,8.0,31.84
3480,2025-12-06,9,,
2370,2024-09-05,3,6.0,
1408,2025-02-23,6,3.0,45.15
4011,2025-11-21,11,,52.26
2523,2025-09-01,2,8.0,
2021,2025-03-28,9,,
4115,2025-12-05,8,,19.06
410,2025-03-25,11,,
3873,2025-07-07,1,,15.88
3713,2025-01-18,3,,
2787,2025-09-30,4,,
3585,2025-10-29,4,,77.05
1252,2024-12-07,6,,
369,2025-03-26,2,,
2158,2025-04-08,9,7.0,28.7
1762,2025-11-11,4,,38.15
1959,2025-01-21,10,10.0,69.78
4104,2025-02-28,12,4.0,
2946,2025-10-23,5,6.0,
4404,2025-07-18,12,7.0,19.8
3220,2025-07-24,10,,
1322,2025-11-04,4,9.0,
186,2025-05-03,2,,23.73
2864,2025-09-16,5,9.0,
3853,2025-03-31,2,,
4303,2025-10-12,9,10.0,
4579,2025-05-05,1,,
1450,2025-02-12,11,,67.78
4599,2025-03-10,1,,64.66
3157,2025-11-11,7,,
1056,2025-11-03,8,,
374,2025-10-19,5,,
857,2025-10-22,6,,20.83
2331,2025-06-27,5,,82.33
3600,2025-02-15,4,,
1248,2025-06-27,6,9.0,70.79
11,2025-08-02,1,,
3794,2025-10-30,7,10.0,41.42
425,2025-01-04,11,,28.04
2009,2025-11-23,11,5.0,31.91
882,2025-07-05,10,,
3585,2025-11-22,9,,17.34
3638,2025-11-19,2,,
516,2025-06-26,8,,
2703,2025-11-24,10,4.0,73.62
2413,2025-10-29,12,,69.29
3044,2025-05-19,8,,53.05
2452,2025-11-13,4,8.0,9.58
262,2025-09-12,7,,12.35
883,2025-11-21,3,,
3084,2024-05-25,9,,6.63
3677,2025-11-09,6,10.0,
3001,2025-05-11,5,,75.4
871,2025-02-17,10,10.0,
2310,2025-12-05,10,,79.06
2396,2025-10-10,2,,39.66
3863,2025-04-12,3,8.0,30.37
2220,2025-03-10,3,,
4999,2025-05-28,9,,
1657,2025-04-19,11,,
2702,2024-01-29,12,8.0,
3845,2024-10-16,2,,
500,2024-06-30,1,,
4292,2025-11-09,3,1.0,
3261,2025-07-21,3,,67.08
2860,2025-10-05,10,,
4759,2025-04-02,3,,
3093,2024-11-07,11,,
1960,2025-11-13,9,,6.23
799,2024-06-08,12,,
75,2025-05-15,10,4.0,67.4
2755,2025-06-07,5,9.0,85.37
1991,2025-11-13,9,9.0,
407,2025-11-10,7,,
2782,2025-10-27,12,,76.74
1523,2025-05-31,12,,18.4
4739,2025-09-14,4,7.0,60.62
4960,2025-10-16,4,,39.8
2136,2025-09-16,3,3.0,71.49
2531,2025-07-15,7,4.0,
1248,2025-12-06,9,,
4365,2025-11-02,2,,83.9
17,2025-11-05,5,,30.93
4969,2025-06-20,1,,43.63
2786,2025-11-24,2,10.0,
3370,2025-08-08,4,,
3966,2025-07-25,7,,80.81
30,2025-12-04,6,,
268,2025-10-20,8,,73.6
522,2025-11-30,10,,22.32
2273,2025-09-05,1,7.0,
2755,2025-09-30,10,,73.42
4906,2025-06-06,9,,
2161,2025-03-20,2,,
4853,2025-03-16,3,,
4776,2025-09-07,7,,52.92
500,2025-01-02,8,2.0,
3774,2025-03-03,9,,29.21
562,2025-07-12,2,,83.84
4568,2025-03-13,5,,39.59
1882,2025-11-18,7,,20.31
32,2025-11-19,9,,91.73
3334,2024-06-13,11,,
4908,2025-10-06,1,,
3700,2025-11-11,2,8.0,
4975,2025-10-09,9,,
4029,2025-10-18,11,,
2043,2025-11-27,12,1.0,
4610,2024-11-28,3,6.0,
4716,2025-12-05,12,,
2215,2025-03-17,12,,73.93
2497,2025-09-19,1,10.0,83.46
4553,2025-10-16,10,1.0,21.7
1412,2024-03-04,12,8.0,
715,2025-01-06,11,,92.48
2909,2025-06-30,12,2.0,
3370,2025-04-19,4,,
1187,2024-11-11,7,,
4293,2025-09-04,4,,43.83
4795,2025-05-07,2,1.0,
3646,2025-09-06,4,,
4996,2025-10-21,12,,
3499,2024-12-30,12,,94.27
4176,2025-12-03,8,,29.57
2283,2025-07-25,7,6.0,
2584,2025-09-16,2,,70.25
1650,2025-08-04,10,3.0,
715,2025-11-19,10,4.0,62.42
69,2025-07-05,10,,
1173,2025-07-08,11,,90.76
878,2024-07-22,11,,
4836,2025-12-02,2,,23.74
1341,2025-07-16,11,,
2097,2025-11-27,5,,24.46
3110,2025-01-09,2,,
4098,2025-01-03,2,9.0,76.4
2721,2025-07-02,5,4.0,14.73
2234,2025-07-02,5,8.0,
1986,2025-10-17,5,,16.37
3385,2025-08-10,3,,
3570,2024-08-05,1,,91.36
3157,2025-11-17,2,4.0,
2368,2025-04-03,10,,95.62
3663,2025-08-09,2,3.0,
2774,2025-04-20,3,,69.0
4537,2024-09-29,2,7.0,
2887,2025-05-27,9,2.0,
4684,2025-10-08,8,,
897,2025-11-03,10,,
844,2025-07-02,11,,
2602,2025-08-28,7,1.0,77.07
324,2025-09-02,6,,
3541,2024-07-02,1,,
4230,2025-07-22,2,1.0,
2917,2025-11-24,3,,
1475,2025-10-03,4,6.0,48.4
1999,2025-11-13,6,,16.05
1465,2025-06-17,9,1.0,91.03
930,2025-03-14,6,10.0,84.46
4944,2025-11-19,5,,
2476,2025-03-23,11,,91.73
2306,2025-03-23,3,,
1656,2025-10-18,4,,
2743,2025-10-15,8,,
2339,2025-03-14,3,,87.31
1672,2025-11-10,5,4.0,20.01
43,2025-11-25,11,3.0,
4999,2024-09-09,1,8.0,15.05
3640,2025-09-18,6,,80.66
1275,2024-07-29,7,5.0,
4071,2025-03-20,8,,
610,2025-10-05,4,7.0,
1249,2025-10-12,2,,34.83
3237,2025-04-23,4,,91.09
1126,2025-11-08,11,,
2637,2024-11-18,6,,29.35
287,2025-09-12,11,4.0,23.83
1034,2025-03-17,1,1.0,
577,2025-02-10,9,,
1781,2025-11-18,11,,34.98
4935,2025-10-05,3,,83.99
4701,2025-10-28,1,,
2671,2025-10-06,5,,
4487,2025-07-23,4,,22.16
2252,2025-02-15,10,,
1065,2025-11-22,12,,40.89
3738,2025-10-21,6,,16.48
4461,2024-10-22,1,,19.81
4865,2025-05-12,8,,
4655,2025-05-21,8,,85.99
186,2025-11-04,12,6.0,19.7
3486,2025-07-21,10,7.0,17.56
1924,2025-07-07,12,8.0,
76,2025-06-03,4,1.0,45.04
1831,2025-08-03,11,,
261,2025-07-03,12,4.0,
4039,2025-11-24,8,,61.08
2828,2025-11-14,7,2.0,22.93
1830,2025-11-03,4,,
1612,2025-07-29,4,6.0,98.45
1270,2025-10-30,7,3.0,
1574,2025-11-12,5,,
3201,2025-11-16,11,3.0,20.53
899,2025-09-17,9,4.0,64.27
2595,2025-10-21,3,,
1650,2025-02-09,1,,
2361,2025-10-08,6,,70.63
817,2025-12-01,3,,63.2
298,2024-05-14,12,,
1138,2024-10-22,3,5.0,
550,2025-10-13,9,,39.38
4474,2024-08-28,12,5.0,65.35
514,2025-01-07,8,,78.88
297,2024-12-28,10,,
4864,2024-06-09,6,,97.53
2923,2025-12-03,12,,25.85
3086,2025-09-07,12,4.0,22.69
604,2025-09-20,5,,57.15
695,2025-05-13,3,,
1826,2025-06-11,5,8.0,
3005,2025-10-09,2,,
1608,2024-10-02,3,,2.99
4702,2025-06-23,2,,
1525,2025-07-14,10,2.0,
2997,2024-08-26,8,,
1469,2025-11-13,9,,85.34
4625,2025-05-07,5,,
4849,2025-11-17,4,,30.81
3157,2025-10-12,11,,
3580,2025-05-02,1,,23.69
2339,2024-09-04,9,,
2326,2025-06-06,2,8.0,
2316,2025-10-16,6,,
4141,2024-03-25,8,3.0,
1745,2025-04-14,5,,30.13
1614,2025-10-19,5,,
4297,2025-07-03,4,,
3587,2025-11-03,8,4.0,
1890,2025-02-01,4,,
4577,2024-08-23,8,10.0,87.79
3039,2025-05-17,8,,16.84
4911,2025-10-13,6,,
3467,2024-12-24,6,,24.33
1628,2025-09-24,4,9.0,36.07
32,2024-10-16,12,,33.25
3911,2025-11-06,2,9.0,
4624,2025-07-16,8,5.0,
1511,2024-07-29,10,,
2932,2025-08-29,2,,
1201,2025-07-01,2,,
4606,2025-09-02,5,,88.47
1620,2025-12-03,5,,22.44
118,2025-10-01,8,4.0,17.71
2187,2025-12-02,6,,
2938,2025-12-03,7,9.0,27.25
4564,2025-06-19,8,,
1092,2025-08-06,1,,
656,2025-10-11,3,4.0,
938,2025-04-17,7,,
1733,2025-07-10,12,5.0,1.01
585,2025-09-21,3,,32.39
2994,2025-07-18,5,,89.09
298,2025-05-05,6,7.0,
4339,2025-06-07,8,,
729,2025-05-14,5,,75.82
1230,2025-10-17,8,2.0,25.15
243,2025-06-20,1,,98.76
2850,2025-07-06,4,,77.38
3524,2025-10-17,9,,15.77
3258,2025-10-10,1,6.0,
863,2025-11-19,5,,
3304,2025-08-19,4,,33.25
29,2024-10-25,2,,
4430,2024-12-22,1,9.0,
2747,2024-12-24,1,,
3336,2025-09-11,5,,
4439,2025-04-14,5,,
1789,2024-10-28,6,6.0,
17,2024-11-18,2,,70.79
1503,2025-09-13,3,,9.03
2614,2024-12-10,7,,21.64
4146,2024-10-19,10,7.0,19.45
253,2025-10-11,2,,
1171,2025-06-20,8,,
2597,2025-07-06,5,8.0,
2774,2024-07-10,5,,
4103,2025-10-02,12,,
1989,2025-11-10,10,7.0,40.48
186,2025-11-11,5,7.0,
328,2025-08-20,7,1.0,
3883,2025-08-04,9,,71.16
3771,2025-11-12,12,,
2018,2025-07-06,9,,63.1
2647,2025-08-24,4,,50.86
4556,2025-07-15,9,,39.02
251,2025-12-03,11,,
4714,2025-04-19,8,2.0,
915,2025-10-14,11,,
248,2025-11-16,4,7.0,
3313,2025-08-26,1,,67.96
3600,2025-06-18,11,,
1158,2025-06-27,4,,99.45
53,2025-11-30,11,7.0,
1971,2024-06-20,9,,
3697,2025-05-17,10,,
1601,2025-08-02,4,,
1882,2025-07-16,8,,38.14
2118,2025-01-11,6,4.0,2.83
2799,2025-12-06,8,,1.9
577,2025-09-23,5,4.0,
2385,2025-01-20,9,,46.48
2885,2025-10-22,9,,98.57
735,2025-11-01,8,,
3508,2025-11-20,11,,
1610,2025-07-08,11,,
3774,2024-10-03,6,,43.21
876,2025-05-01,3,,89.14
2382,2025-08-03,1,3.0,
168,2025-04-28,7,,
4060,2025-07-11,6,6.0,
4945,2025-09-07,7,,
2790,2025-04-05,8,,22.62
4439,2025-08-16,4,10.0,98.57
4179,2025-11-21,5,10.0,
1649,2024-10-26,7,,41.12
4347,2025-03-27,10,,97.57
2258,2025-06-26,3,,
3779,2025-07-24,9,,
2434,2025-11-07,11,,
1469,2025-06-20,12,,47.38
4482,2024-08-23,10,5.0,
974,2025-10-07,12,,95.09
1231,2025-08-12,12,,47.66
3807,2025-07-28,10,,43.51
1931,2025-10-24,1,,
2742,2024-12-20,12,,8.84
3532,2025-05-13,10,,94.2
288,2025-04-19,1,1.0,92.03
4714,2025-11-22,12,,
3926,2024-10-14,9,4.0,18.89
2743,2024-09-01,10,,26.73
2414,2025-03-21,11,,62.95
2938,2024-05-27,12,,36.74
3095,2025-07-14,10,2.0,
245,2025-12-04,7,,33.6
2735,2025-09-20,2,,42.16
2360,2025-11-11,4,,
3156,2025-05-16,1,,
1169,2024-07-31,7,10.0,
1632,2025-09-08,11,,96.88
1270,2025-11-29,12,2.0,20.45
246,2024-10-03,7,4.0,
281,2025-07-02,9,,
2672,2025-09-30,10,1.0,
3390,2025-06-01,1,,
500,2025-10-24,2,,79.03
1988,2025-07-15,2,5.0,
322,2025-11-21,2,,42.8
4103,2025-09-13,9,,96.06
2934,2025-06-14,9,,92.87
4246,2024-12-13,10,8.0,
353,2025-05-23,10,,96.2
1285,2025-10-15,12,,69.57
2680,2025-11-29,10,,
4481,2025-11-23,3,,
1015,2025-02-27,4,,
2001,2025-08-29,4,9.0,4.02
2340,2025-11-09,2,4.0,90.86
4831,2025-09-16,12,,
3453,2025-08-19,11,,
699,2025-01-02,3,,
1496,2024-01-11,1,,
4652,2025-12-01,9,,38.14
3097,2025-11-27,12,4.0,49.1
4758,2024-08-18,10,3.0,
449,2025-06-29,5,,47.4
2127,2025-10-06,8,6.0,63.18
3117,2024-10-21,6,,92.99
2432,2024-06-16,3,3.0,58.54
3966,2025-11-15,3,8.0,
298,2025-05-19,2,,33.42
2879,2025-11-21,4,,33.89
2668,2025-06-02,9,,45.45
4577,2025-05-21,4,7.0,
3124,2025-11-29,6,4.0,
3055,2025-04-17,7,1.0,
4500,2024-06-08,6,,
875,2025-10-23,11,,61.72
2145,2025-08-16,1,,76.71
1319,2024-11-24,8,6.0,
817,2025-11-27,4,,
2207,2025-07-29,8,5.0,41.61
3837,2025-12-04,8,5.0,14.68
4510,2025-06-28,2,,
1388,2025-07-12,9,,38.98
1506,2025-10-19,12,7.0,
1590,2024-06-14,11,,43.09
3186,2025-11-13,12,8.0,
3410,2025-09-07,12,,
4170,2025-11-30,3,,98.77
3329,2025-11-16,10,,32.48
775,2024-06-08,2,10.0,
1407,2025-06-16,2,,38.85
2178,2025-06-15,8,,
2625,2025-08-11,2,2.0,94.66
1985,2025-04-09,10,9.0,
3775,2025-11-11,2,3.0,
3793,2025-09-21,11,,
475,2025-08-18,8,,83.57
1999,2025-11-21,6,9.0,26.86
550,2025-08-06,6,,
1739,2025-09-15,12,,5.98
32,2025-07-23,10,,53.28
4594,2025-02-22,10,,
4836,2025-05-13,5,,15.46
3248,2025-04-16,10,,63.94
4698,2025-12-03,5,3.0,57.0
4893,2025-10-30,10,1.0,
3634,2025-10-28,8,,95.6
3650,2025-08-10,2,,97.0
4004,2025-07-28,4,7.0,
2606,2025-10-16,8,3.0,
323,2025-09-23,3,,
2093,2024-07-27,12,,
769,2025-06-06,10,,
2469,2024-09-28,6,4.0,36.39
635,2025-10-21,9,,
3322,2024-02-04,5,,49.14
1924,2024-09-10,3,2.0,84.17
1315,2025-05-20,5,,92.13
40,2025-11-24,1,5.0,
3038,2025-04-09,1,,83.37
1632,2025-09-26,1,,48.72
2619,2025-12-01,4,10.0,
2881,2025-11-25,2,,
4840,2025-10-18,7,4.0,
411,2025-10-21,1,,18.62
3261,2025-09-05,1,1.0,8.46
2150,2025-08-05,6,,
3159,2025-11-09,4,,
3901,2024-07-01,7,6.0,4.23
556,2024-09-26,10,4.0,16.79
4233,2025-03-21,9,,44.42
4341,2025-08-06,5,,
296,2025-11-19,11,4.0,99.86
326,2024-09-06,10,2.0,84.07
3334,2025-12-03,2,,
4041,2025-11-21,1,,98.91
2104,2024-02-09,2,,92.88
4864,2025-09-27,1,,
1587,2025-05-26,12,,
2495,2024-09-07,5,,78.26
2776,2024-10-19,5,,
1830,2025-07-03,3,,81.15
2178,2025-05-19,4,5.0,
1676,2025-11-11,7,,63.05
1592,2025-07-29,12,,
2876,2025-08-10,4,,16.54
4594,2024-10-18,10,2.0,14.69
983,2025-08-17,7,7.0,
4827,2025-07-19,5,,59.26
2859,2024-07-18,8,6.0,37.27
4021,2025-08-20,10,,
4944,2025-09-16,2,,
1259,2025-11-22,4,4.0,
2359,2024-09-06,3,,
1183,2024-07-28,3,,9.25
2356,2025-08-09,5,,73.53
2683,2024-12-17,5,2.0,69.6
3555,2025-11-05,6,,87.22
4367,2025-08-02,5,,87.99
2535,2025-06-17,8,8.0,
2467,2025-10-10,12,6.0,
2089,2025-09-07,2,,
3204,2025-07-12,9,5.0,38.6
2572,2024-11-23,8,,79.02
3061,2024-10-25,12,5.0,51.49
4794,2025-11-09,3,,
3873,2025-12-06,7,,
1331,2025-06-10,3,,
737,2025-08-30,2,10.0,
2207,2025-10-07,9,,
2064,2025-04-02,11,,
1194,2025-07-03,10,,
723,2025-07-08,12,,46.35
419,2025-08-02,2,,4.64
579,2025-08-20,8,,33.04
1146,2025-07-13,7,,8.1
2636,2025-08-25,3,2.0,
2599,2025-11-17,6,,
389,2025-11-26,12,,93.06
3120,2025-02-18,6,6.0,
3515,2025-11-08,1,,
1747,2025-08-17,8,,42.61
2599,2025-08-17,7,,
4875,2025-11-23,3,,13.42
3127,2025-08-06,7,,56.42
1191,2024-12-30,8,,39.32
4943,2025-05-23,4,,
3237,2025-06-06,11,,98.2
2163,2025-08-25,6,,
3496,2025-07-21,4,,60.7
1992,2025-03-01,3,1.0,4.87
2891,2025-04-10,6,,
3584,2024-10-31,12,,41.34
4337,2025-11-04,9,,
661,2025-05-23,11,10.0,
3491,2025-07-19,2,,
1208,2025-07-30,3,6.0,
4788,2024-11-28,3,7.0,
3412,2025-04-25,7,,
534,2025-06-18,9,,
3619,2024-11-01,9,,61.84
2503,2025-11-12,7,,
2065,2025-12-03,11,,
2283,2025-11-20,12,,76.78
4205,2025-02-18,5,,
930,2025-01-15,7,,
4968,2024-03-03,6,4.0,38.41
1602,2025-07-14,5,,70.39
4210,2025-12-05,1,3.0,94.34
47,2025-11-24,12,,
833,2025-01-29,7,,
3988,2024-03-28,6,,64.87
3954,2025-08-10,1,,67.5
2441,2025-10-09,8,,
4029,2025-11-02,1,,
4512,2025-01-02,8,,95.07
2468,2025-11-16,2,,63.21
3688,2024-12-02,1,,
4730,2024-02-06,3,,71.55
1383,2024-11-12,8,2.0,
4905,2025-09-01,10,,
3386,2025-09-22,6,,
3120,2025-03-31,8,6.0,
3629,2025-03-31,9,,
2497,2025-07-18,5,9.0,30.29
4971,2024-11-25,4,,39.78
3491,2025-08-08,5,5.0,89.19
713,2025-07-31,6,,
2611,2025-07-25,4,,63.69
4310,2025-09-13,8,,
2246,2025-10-14,11,2.0,43.01
2087,2025-07-01,11,4.0,
980,2025-10-14,8,,59.89
2018,2024-12-22,7,,
3738,2025-05-29,10,,
3894,2025-10-26,7,,
330,2025-11-25,6,,98.52
1614,2025-10-14,2,,
1264,2025-09-17,8,,4.86
2050,2025-10-04,2,,
1945,2025-09-12,10,,
1287,2025-04-14,2,8.0,95.11
3312,2025-11-28,5,,5.94
879,2025-05-16,1,,
961,2025-06-05,7,,
4832,2025-09-19,8,8.0,
3453,2025-11-26,12,,
651,2025-06-09,3,,92.32
3828,2025-09-21,4,7.0,
382,2025-09-05,5,10.0,
2401,2025-01-19,3,,47.8
3845,2025-09-15,3,,37.68
199,2025-04-17,10,5.0,
4351,2025-11-12,1,10.0,
3376,2025-11-17,4,,
2597,2025-08-23,11,,78.49
574,2025-10-09,7,2.0,1.11
1831,2025-10-23,6,,
332,2024-11-19,1,6.0,69.8
1133,2025-12-05,7,,
3385,2025-09-15,3,3.0,
2949,2024-03-12,1,,
3900,2025-10-22,12,,
3737,2025-12-06,5,,14.42
3645,2024-08-08,2,,
2938,2024-07-30,5,,38.48
2774,2025-11-01,8,,92.52
3338,2025-04-18,5,,52.97
1740,2025-11-16,11,,
864,2025-08-19,2,,
2212,2025-08-14,2,7.0,15.54
2725,2024-08-15,5,,23.37
2723,2025-02-14,6,,
3823,2025-12-06,12,,
298,2025-05-27,11,,
4956,2025-11-25,2,,41.36
554,2024-12-04,3,,98.1
4911,2024-01-31,9,,3.73
2729,2025-05-10,4,,
2879,2025-04-12,1,,
4071,2024-11-03,10,,20.22
287,2025-07-09,9,,
86,2025-06-08,1,,
265,2025-11-07,3,8.0,99.1
1012,2025-08-30,10,,21.56
4710,2025-03-30,5,,
974,2025-07-11,6,,
867,2025-06-23,10,,17.85
3610,2025-07-17,10,,
2321,2023-12-17,2,,
3902,2025-08-14,8,,76.64
3453,2025-05-20,2,,
3297,2025-12-05,12,9.0,38.47
4873,2025-06-19,11,6.0,
3753,2025-11-28,2,,
2120,2025-01-26,11,1.0,63.04
1917,2025-05-18,7,,19.48
895,2024-04-18,10,,13.78
4189,2024-09-10,2,,7.08
2345,2025-09-14,3,,76.73
515,2025-03-31,7,,92.35
2403,2025-02-19,5,9.0,34.2
4994,2024-03-21,12,9.0,6.41
4739,2025-11-09,6,,
723,2025-10-17,11,,27.19
4822,2025-08-09,12,,85.84
1843,2025-04-17,12,,90.54
2582,2025-04-22,6,,13.67
1852,2024-04-04,10,,67.85
3649,2025-11-27,7,4.0,
1284,2025-08-09,3,,
1183,2024-10-09,5,2.0,
3447,2025-09-26,3,7.0,
1175,2025-10-19,2,,64.21
1506,2025-08-06,7,8.0,
4297,2025-01-20,9,,34.67
2601,2025-11-21,9,,20.43
877,2025-02-24,3,,
1397,2025-08-30,6,,
3075,2025-05-21,6,,19.49
2794,2025-11-01,1,,88.6
1169,2025-12-02,12,,
4015,2025-11-22,5,,
2480,2025-12-04,10,,
1905,2024-03-26,2,,9.51
